city,company,title,state,description
Wharton,Kforce Inc,System Integrator,NJ,"
                        RESPONSIBILITIES:  Kforce has a client seeking a System Integrator in Wharton, New Jersey (NJ).  Essential Job Functions:  Provide systems integration services in support of interactive data wall applications development and integration of both hardware and software  Lead system and network integration efforts at customer location  Job Responsibilities:  Install and Commission various server and l...
                    "
Wharton,Kforce Inc,iOS / Android Developer,NJ,"
                        RESPONSIBILITIES:  Kforce has a client seeking an iOS / Android Developer in Wharton, New Jersey (NJ). This company is seeking a Mobile Apps Developer for the Apple iOS and Android platforms in order to develop, support and maintain network based, rich, interactive and high performance native mobile applications.  REQUIREMENTS:  Bachelor's degree  Must have at least 1 year of experience in develop...
                    "
Canton,Kforce Inc,Server Administrator,OH,"
                        RESPONSIBILITIES:  Kforce has a client that is seeking a System Administrator in Canton, Ohio (OH). This role will work on 1st shift with this company.  Summary:  Reporting directly to the Director of IT and in conjunction with other System and Network Administrator(s), the System Administrator is responsible for designing, organizing, modifying, and supporting the company's computer systems; incl...
                    "
Fort Collins,Kforce Inc,Software Engineer,CO,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Software Engineer to join their team in Fort Collins, Colorado (CO).  Responsibilities:  Designs enhancements, updates, and programming changes for portions and subsystems of end-user applications software running on local, networked, and Internet-based platforms  Analyzes design and determines coding, programming, and integration activities require...
                    "
San Francisco,CyberCoders,Software Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Engineer  San Francisco, CA  Full-Time $80,000 - $150,000  Apply  Apply  Software Engineer  San Francisco, CA  Full-Time $80,000 - $150,000  Apply  Job Details  If you are a Software Developer with Full Stack experience, please read on!  Based in San Francisco, CA, we are a very exciting start up and a ...
                    "
San Francisco,CyberCoders,"Mid Level Account Executive - SaaS Sales, Salesforce, B2B Sales",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Mid Level Account Executive  San Francisco, CA  Full-Time $60,000 - $120,000  Apply  Apply  Mid Level Account Executive  San Francisco, CA  Full-Time $60,000 - $120,000  Apply  Job Details  If you are an Account Executive with 2-6 years of experience and some exposure to SaaS, please read on!  Top Reasons to Wor...
                    "
Eau Claire,Manpower,Software Programmer,WI,"
                        Awesome job with an awesome company!!  If you are a programmer that loves to write, code, test and analyze software programs and applications, we have the job for you!! The position will include researching, designing, documenting and modifying software specifications throughout the production life cycle. The programmer will also analyze and amend software errors in a timely and accurate fashion a...
                    "
Austin,Kforce Inc,Senior Windows Platform Engineer,TX,"
                        RESPONSIBILITIES:  A Kforce client is seeking a Senior Windows Engineer in Austin, Texas (TX). The Senior Systems Engineer develops, maintains and supports the technical infrastructure, hardware, and system software components for moderately complex projects.  Roles and Responsibilities Include:  Performs configuration, debugging and support for multiple infrastructure platforms on moderately comp...
                    "
Lake Oswego,Kforce Inc,IT Project Manager Specialist,OR,"
                        RESPONSIBILITIES:  Kforce has a client seeking an IT Project Manager Specialist located in Lake Oswego, Oregon (OR).  Top 3 - 5 daily responsibilities:  Track and monitor progress for multiple delivery & testing teams  Status reporting  Facilitation and coordination  Job Responsibilities:  Direct and manage project development from beginning to end  Define project scope, goals and deliverables tha...
                    "
Windsor,Kforce Inc,Program Manager,CT,"
                        RESPONSIBILITIES:  Kforce has a Greater-Hartford client that is looking to bring on 2-3 Program Managers within the retirement services area ASAP! Will be involved in enterprise-level initiatives, interacting with both the business and IT sides of the house. 12 Month contracts plus extensions.  Responsibilities include:  Oversees the organization and execution of multi-dimensional project work str...
                    "
Beaverton,Kforce Inc,Operations Intelligence Center (OIC) Engineer,OR,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Operations Intelligence Center (OIC) Engineer in Beaverton, Oregon (OR).  Scope of the role:  As the Operations Intelligence Center (OIC) Engineer, the successful applicant will use their broad background of infrastructure and application monitoring experiences to identify consumer experience issues and backend system challenges across multiple ser...
                    "
New York,Kforce Inc,Senior Software Engineer w/ Hadoop,NY,"
                        RESPONSIBILITIES:  A Kforce client has an opening in New York for a Software Engineer to join the team that is implementing a high-performance, highly-scalable Data Management and Analytics platform. This candidate will have the opportunity to apply and hone their skills on cloud computing and use the latest software development technologies and techniques to build the system that will process pet...
                    "
Irvine,Kforce Inc,Sybase Server Systems Engineerin/Database Arch,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Sybase Server Systems Engineerin/Database Arch  Overview:  Focus will be on Sybase database (Adaptive Server) server systems engineering, deployment and integration with other infrastructure (not SQL query or application development)  Designs and builds relational databases for data storage or processing  Develops strategies for warehouse implementa...
                    "
Phoenix,Kforce Inc,Designer UI / UX - Front End,AZ,"
                        RESPONSIBILITIES:  Kforce has a client seeking a UI / UX Designer in Scottsdale, Arizona (AZ).  Responsibilities  Create elegant and practical design layouts for a consistent and pleasing user experience  Set and maintain design standards throughout the site and mobile apps  Collaborate on the big picture as well as the finer details  Work closely the rest of the team to integrate design with deve...
                    "
,,,,
Jersey City,Kforce Inc,Tomcat / WebSphere / WebLogic Administrator,NJ,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Tomcat / WebSphere / WebLogic Administrator in Jersey City, New Jersey (NJ).  Description:  In the role of Tomcat / WebSphere / WebLogic Administrator, the candidate will act as subject matter expertise and provide support for Global Technology Web administration on Unix / Linux / Windows platforms. This person will assist with capacity planning, ad...
                    "
Canton,Kforce Inc,Network Engineer,OH,"
                        RESPONSIBILITIES:  A Kforce client has a need for a Network Engineer in Cleveland, Ohio (OH).  Primary Responsibilities:  Setting up of Networks, Data Centers, etc  24/7 Support of client networks including switches, routers, and firewalls  On call for support concerns after hours  Runs network applications, monitors, and optimizes network performance  Responsible for network design, configuration...
                    "
San Jose,Kforce Inc,Principal FPGA Electrical Design Engineers,CA,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Charlotte,Kforce Inc,Senior Systems Architect,NC,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Systems Architect in Charlotte, North Carolina (NC).  Responsibilities:  Acts in a strategic role in the development and maintenance of architectures for a line of business or infrastructure sub-domain that are in compliance with the Enterprise Architecture  Responsible for working on medium to high architectural impact projects, recommending...
                    "
Phoenix,Kforce Inc,Principal FPGA Electrical Design Engineers,AZ,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Dallas,Kforce Inc,Principal FPGA Electrical Design Engineers,TX,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Salt Lake City,Kforce Inc,Principal FPGA Electrical Design Engineers,UT,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Irvine,Kforce Inc,Principal FPGA Electrical Design Engineers,CA,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Denver,Kforce Inc,Sr. DSP Signal Processing Engineers,CO,"
                        RESPONSIBILITIES:  Kforce is working with a growing and established Defense and Aerospace company in the sunny state of Arizona that is looking for a few Senior Signal Processing Engineers. They are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and retirement program includin...
                    "
Boston,Kforce Inc,Sr. DSP Signal Processing Engineers,MA,"
                        RESPONSIBILITIES:  Kforce is working with a growing and established Defense and Aerospace company in the sunny state of Arizona that is looking for a few Senior Signal Processing Engineers. They are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and retirement program includin...
                    "
Denver,Kforce Inc,Principal FPGA Electrical Design Engineers,CO,"
                        RESPONSIBILITIES:  A growing and established Defense and Aerospace company in the sunny state of Arizona is looking for a few Principal FPGA Electrical Engineers. We are working with the Manager on these positions. We are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and reti...
                    "
Irvine,Kforce Inc,Sr. DSP Signal Processing Engineers,CA,"
                        RESPONSIBILITIES:  Kforce is working with a growing and established Defense and Aerospace company in the sunny state of Arizona that is looking for a few Senior Signal Processing Engineers. They are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and retirement program includin...
                    "
Alpharetta,Kforce Inc,Senior IT Project Manager (SAP),GA,"
                        RESPONSIBILITIES:  Kforce has a client that is looking for a Senior IT Project Manager with overall strong SAP knowledge in the Atlanta, Georgia (GA) area. The successful applicant will be responsible for managing schedules, financials, milestones, communication, and reporting/status and compliance.  REQUIREMENTS:  Must have SAP experience  Understands full life cycle IT implementations and has st...
                    "
Charlotte,Kforce Inc,Web Server System Engineer,NC,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Web Server System Engineer in Charlotte, North Carolina (NC).  Responsibilities:  Design and develop solutions to support advanced client and server side caching and cache management strategies  Regularly take part in deep-dive troubleshooting exercises and drive technical post-mortem discussions to identify the root cause of complex issues  Collabo...
                    "
Phoenix,Kforce Inc,Sr. DSP Signal Processing Engineers,AZ,"
                        RESPONSIBILITIES:  Kforce is working with a growing and established Defense and Aerospace company in the sunny state of Arizona that is looking for a few Senior Signal Processing Engineers. They are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and retirement program includin...
                    "
Dallas,Kforce Inc,Sr. DSP Signal Processing Engineers,TX,"
                        RESPONSIBILITIES:  Kforce is working with a growing and established Defense and Aerospace company in the sunny state of Arizona that is looking for a few Senior Signal Processing Engineers. They are looking for candidates nationwide willing to relocate to Arizona. Once again the position is in the state of Arizona. The company offers excellent compensations packages and retirement program includin...
                    "
Jersey City,Kforce Inc,UNIX/Linux Engineer,NJ,"
                        RESPONSIBILITIES:  Kforce has a client that is seeking a UNIX/Linux Engineer in Jersey City, New Jersey (NJ). The ideal candidate will be the first point of contact to support a designated business group with responsibility for one or more of the following: root cause analysis, change management, incident management (coaching, documentation, QA, training /certification, oversight of incident ops, ...
                    "
New York,Kforce Inc,MOCJ Business Analyst,NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a MOCJ Business Analyst in New York, New York (NY).  Responsibilities include:  Creating a detailed project schedule, ensuring that deadlines are met, variances are minimized, and target dates are rebaselined as necessary  Creating a comprehensive Work Breakdown Structure detailing all required work products  Coordinating technical resources within th...
                    "
New York,Kforce Inc,Sr. Web Developer ( C#/ ASP.NET/ WCF/MVC/SQL ),NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Lead/Senior Software Developer for their New York, New York (NY) location. The Software Developer supports the development of numerous software applications. This is a great opportunity for a full time position with this company.  Responsibilities:  Build secure, globalized software using standard design patterns  Develop automated unit tests to ver...
                    "
Dedham,CyberCoders,"Senior .NET Developer - C#, Visual Studio, .NET",MA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior .NET Developer  Dedham, MA  Full-Time Unspecified  Apply  Apply  Senior .NET Developer  Dedham, MA  Full-Time Unspecified  Apply  Job Details  If you are a Senior .NET Developer with experience, please read on!  What You Will Be Doing  •You will be work part of a team which includes Product Management, Bu...
                    "
,,,,
San Jose,CyberCoders,"Android Developer - Android SDK, Mobile Development, Java",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Android Developer - Android SDK, Mobile Development, Java  San Jose, CA  Full-Time $100,000 - $160,000  Apply  Apply  Android Developer - Android SDK, Mobile Development, Java  San Jose, CA  Full-Time $100,000 - $160,000  Apply  Job Details  If you are a Android Developer with experience, please read on!  Based ...
                    "
San Francisco,CyberCoders,"Data Scientist - Python, Excel, SQL",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Data Scientist  San Francisco, CA  Full-Time $90,000 - $140,000  Apply  Apply  Data Scientist  San Francisco, CA  Full-Time $90,000 - $140,000  Apply  Job Details  Based in San Francisco, CA, we're a fast-paced, growing, and a downright cool Technology Company with tons of upside. We keep growing... and growing....
                    "
Santa Monica,CyberCoders,Digital Account Director,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Digital Account Director  Santa Monica, CA  Full-Time $85,000 - $120,000  Apply  Apply  Digital Account Director  Santa Monica, CA  Full-Time $85,000 - $120,000  Apply  Job Details  Based in Santa Monica, CA, we are an exciting start-up that turns any video into an interactive experience, allowing the viewer to ...
                    "
Austin,CyberCoders,Software Engineer - Analysis / Reporting Developer,TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Analysis / Reporting Developer  Austin, TX; Round Rock, TX  Full-Time $80,000 - $140,000  Apply  Apply  Analysis / Reporting Developer  Austin, TX; Round Rock, TX  Full-Time $80,000 - $140,000  Apply  Job Details  If you are a C++ Developer who does numerical analysis of simulation data, please read on!  What Yo...
                    "
Bensalem,CyberCoders,"iOS Developer - Objective-C, iOS Development, Xcode",PA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  iOS Developer  Bensalem, PA  Full-Time $85,000 - $130,000  Apply  Apply  iOS Developer  Bensalem, PA  Full-Time $85,000 - $130,000  Apply  Job Details  If you are a iOS Developer with experience, please read on!  We are passionate about our business and everything we do, and we are particularly client-focused. W...
                    "
Palo Alto,CyberCoders,Web Application Engineer- Satellite Image Analytics Startup!,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Web Application Engineer  Palo Alto, CA  Full-Time $130,000 - $175,000  Apply  Apply  Web Application Engineer  Palo Alto, CA  Full-Time $130,000 - $175,000  Apply  Job Details  If you are a Sr. Front End/Data Visualization Engineer, please read on!  Based in Mountain View, Ca we are a well-funded SAAS start-up ...
                    "
Middletown,CyberCoders,"Senior Software Developer - C#, ASP.NET MVC, SQL - Contract!!",CT,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Software Developer  Middletown, CT  Unspecified  Apply  Apply  Senior Software Developer  Middletown, CT  Unspecified  Apply  Job Details  If you are a Senior Software Developer with at least 3 years of .NET experience looking for a contract opportunity, please read on! We are an internet marketing and te...
                    "
Fort Worth,CyberCoders,.NET Software Architect - .NET Evangelist - FT. Worth or Dallas,TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Architect  Fort Worth, TX; Dallas, TX  Full-Time $120,000 - $160,000  Apply  Apply  Software Architect  Fort Worth, TX; Dallas, TX  Full-Time $120,000 - $160,000  Apply  Job Details  Headquartered in FT. Worth, TX, and with offices in Dallas (this position can be based in either location) we are a very ...
                    "
New York,CyberCoders,Senior Salesforce Administrator - Business Analyst,NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Salesforce Administrator - Business Analyst  New York, NY  Full-Time Unspecified  Apply  Apply  Senior Salesforce Administrator - Business Analyst  New York, NY  Full-Time Unspecified  Apply  Job Details  If you are a Senior Salesforce Administrator with experience, please read on!  We are an Investment M...
                    "
Wadsworth,Ascent sourcing Limited,Perl developer (Code Reviewer),OH,"
                        Job Title: Perl Developer (Code Reviewer)  Location: Wadsworth, Ohio  Salary: 50,000 USD – 100,000 USD  A worldwide leader in the automotive parts and accessories industry is looking for a motivated candidate for a Perl Developer (Code Reviewer) position within their company. This company offers a unique blend of family-owned values with a professional business savvy in a modern and upbeat environ...
                    "
San Francisco,CyberCoders,Scala Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Scala Engineer  San Francisco, CA  Full-Time $100,000 - $160,000  Apply  Apply  Scala Engineer  San Francisco, CA  Full-Time $100,000 - $160,000  Apply  Job Details  If you are a Full Stack Engineer - Scala with experience, please read on! (Located in San Francisco)  We are a Y-combinator backed startup in Silic...
                    "
San Francisco,CyberCoders,Ruby on Rails Developer - Travel Start Up,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Ruby on Rails Developer  San Francisco, CA  Full-Time $100,000 - $150,000  Apply  Apply  Ruby on Rails Developer  San Francisco, CA  Full-Time $100,000 - $150,000  Apply  Job Details  **** RELO to San Francisco*************  Full Stack Developer  Based in one of the largest tech capitals in the nation, San Franc...
                    "
New York,CyberCoders,Frontend Developer,NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Frontend Developer  New York, NY  Full-Time $100,000 - $150,000  Apply  Apply  Frontend Developer  New York, NY  Full-Time $100,000 - $150,000  Apply  Job Details  If you are a Frontend Developer with experience, please read on!  Top Reasons to Work with Us  You'll be responsible for engineering the presentation...
                    "
West Windsor,Liberty Personnel,Mid Level Developer (full time),NJ,"
                        Job Details:  My client is looking for a Front End Developer. This is a full time position with benefits. The company is experiencing tremendous growth. The ideal candidate will have at least a few years experience with combination of the below technologies:  HTML  CSS  JavaScript (Native and Frameworks) and AJAX (w/ Restful API access)  PHP or equivalent server-side scripting language (Ruby, Pyth...
                    "
,,,,
Princeton,Liberty Personnel,PHP Web Developers,NJ,"
                        Job Details:  PHP Web Developer - Software Engineer  I'm seeking multiple PHP Web Developers for a great opportunity with a growing company in the local area. My client is looking to hire several full-time permanent PHP web developers as soon as possible. Interested candidates must be U.S Citizens or Green card holders and have at least 2 years of software development experience with the following...
                    "
Cherry Hill,Liberty Personnel,Estimator - General Construction,NJ,"
                        Job Details:  My client is a well established Construction Management and General Construction firm that has a loyal client base in the commercial and retail building area that allows them to have many repeat customers. Looking for established Estimator who is computer proficient and knows how to be an ACTIVE Estimator. The average employee has been here 15+ years so it's a great place to work! If...
                    "
West Windsor,Liberty Personnel,Web Developer (Full Time),NJ,"
                        Job Details:  My client is seeking a Web Developer. This is a full time role with benefits. The ideal candidate will have a combination of the following:  Proficiency in HTML, CSS, Javascript, and Javascript libraries (e.g. jQuery)  Proficiency with Node.js or Angular.js would be an asset  Working knowledge of at least one server side scripting language (e.g. Python, PHP, Perl)  Proficient in writ...
                    "
Santa Monica,CyberCoders,Lead Software Engineer - JavaScript/Node.JS - Music Enthusiast,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Lead Software Engineer - JavaScript/Node.JS - Music Enthusiast  Santa Monica, CA  Full-Time $120,000 - $150,000  Apply  Apply  Lead Software Engineer - JavaScript/Node.JS - Music Enthusiast  Santa Monica, CA  Full-Time $120,000 - $150,000  Apply  Job Details  Based in Santa Monica, CA, this exciting new start-up...
                    "
West Windsor,Liberty Personnel,Web Developer (Full Time),NJ,"
                        Job Details:  My client is looking for a Web Developer. This is a full time role with benefits. The ideal candidate will have a combination of the following:  Relevant years of experience developing web applications  Strong understanding of core JavaScript and functional programming fundamentals  Knowledge of JavaScript application frameworks such as Backbone, Angular, Ember, React/Flux, etc Exper...
                    "
San Mateo,CyberCoders,Software Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Engineer  San Mateo, CA  Full-Time $80,000 - $175,000  Apply  Apply  Software Engineer  San Mateo, CA  Full-Time $80,000 - $175,000  Apply  Job Details  If you are a Software Engineer with Objective-C programming experience, please read on!  Based in San Mateo, CA, and right outside of San Francisco, we...
                    "
New York,CyberCoders,"Senior .NET Developer - C#, .NET, Large Distributed Systems -",NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  .NET Developer  New York, NY  Full-Time $90,000 - $130,000  Apply  Apply  .NET Developer  New York, NY  Full-Time $90,000 - $130,000  Apply  Job Details  If you are a .NET Developer with experience, please read on! (Located in New York City, NY)  We are a cloud application platform used by some of the biggest or...
                    "
San Francisco,CyberCoders,"Sr. Systems Administrator - Exchange, AD, VMware, IT Security",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Systems Administrator  San Francisco, CA  Full-Time $130,000 - $175,000  Apply  Apply  Senior Systems Administrator  San Francisco, CA  Full-Time $130,000 - $175,000  Apply  Job Details  If you are a Senior Systems Administrator that is interested in joining one of the fastest growing start-ups in San Fra...
                    "
Deerfield Beach,CyberCoders,PHP Backend Software Engineer,FL,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  PHP Backend Software Engineer  Deerfield Beach, FL  Full-Time $90,000 - $120,000  Apply  Apply  PHP Backend Software Engineer  Deerfield Beach, FL  Full-Time $90,000 - $120,000  Apply  Job Details  located in Sunny Florida, we are seeking strong developers with experience building enterprise-quality software usi...
                    "
Chicago,Liberty Personnel,BUYER,IL,"
                        Job Details:  BUYER  My client near Chicago, IL is looking to add Buyer to its talented staff. This person will be responsible for purchasing materials, equipment, tooling and services with existing suppliers, as well as mill efficiency in identifying new supplier opportunities. He or she should have a BS degree and 1 to 5 years purchasing experience. The ideal candidate will have at 3 yrs. experi...
                    "
Brentwood,CyberCoders,.NET Developer Needed Right Away,TN,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  .NET Developer  Brentwood, TN  Full-Time $80,000 - $100,000  Apply  Apply  .NET Developer  Brentwood, TN  Full-Time $80,000 - $100,000  Apply  Job Details  If you are a .NET Developer with experience, please read on!  Top Reasons to Work with Us  Our mission is to provide quality, comprehensive, compassionate an...
                    "
Princeton,Liberty Personnel,Oracle eBusiness Suite (EBS) Administrator,NJ,"
                        Job Details:  Job Description The Oracle EBS Systems Administrator is a member of Applications Management Support organization. The primary responsibility of this position is to provide leadership to ensure the reliability and availability of applications and platforms. Information Technology’s Application Management’s Support organization is the face of application support to system users.  The e...
                    "
Horsham,Liberty Personnel,Progress Developer (Webspeed) - DD,PA,"
                        Job Details:  Progress Developer (Webspeed) - DD  My client is looking for 2 Progress Developers that has at least 4+ years experience with WebSpeed and 4GL. In-depth knowledge of HTML, JavaScript, Ajax, Apache and CSS.  Please send me a word formatted resume along with 3 professional references.  Daniel Darragh  Liberty Personnel Services, Inc.  Direct Line: 484.567.2094  ***** www....
                    "
Trenton,Liberty Personnel,IOS Developer (Objective c cocoa android),NJ,"
                        Job Details:  IOS Software Engineers  Our client’s mobile (IOS) and web applications team is looking for self-motivated, confident and passionate IOS software engineer to help them create products that solve complex problems.  Our IOS Device Interaction team is hiring a full time IOS Software Engineer to develop moderately complex software solutions for mobile products. In addition to developing s...
                    "
West Windsor,Liberty Personnel,Full Stack Web Developer (full time),NJ,"
                        Job Details:  My client is looking for a Full Stack Web Developer. This is a full time role with benefits. The ideal candidate will have a combination of the following:  Proficiency with HTML and CSS  Proficiency with Git and Linux systems  Proficiency with object oriented Javascript / NodeJS and/or PHP  Develop web applications and services to meet product and marketing requirements  Experience d...
                    "
Phoenixville,Liberty Personnel,"Civil Cad Drafter(Land Development/Site design, Grading)",PA,"
                        Job Details:  Civil Designer  Top Civil Consulting Firm in the Philadelphia Suburbs has an immediate need for a Civil Cad Designer who can step in day 1 and hit the ground running. Position is full time/permanent with a laid back family atmosphere. Qualified candidates, please email a resume in word doc to *****  Job Duties & Qualifications:  3-5+ years experience designing civil proj...
                    "
West Windsor,Liberty Personnel,Lead Developer (full time),NJ,"
                        Job Details:  My client is looking for a talented Developer to lead their front end team. This is a full time role with benefits. The right candidate will have complete command of web development technologies including strong skills with OO JavaScript, CSS, HTML5. Demonstrated experience with modern JavaScript Programming Patterns is highly desirable.  The ideal candidate is an expert in Javascrip...
                    "
Denver,CyberCoders,"VP of Engineering - Ruby on Rails, JavaScript, Startup",CO,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  VP of Engineering  Denver, CO  Unspecified  Apply  Apply  VP of Engineering  Denver, CO  Unspecified  Apply  Job Details  Based in Denver, we are a start-up looking for a VP of Engineering to lead our technical team.  What You Need for this Position  We use RoR on the back-end, are builidng out an iOs and Androi...
                    "
Dallas,CyberCoders,E-Commerce - Full Stack .Net Web Guru wanted!!!!,TX,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  E-Commerce - Full Stack .Net Web Guru wanted!!!!  Dallas, TX  Full-Time $70,000 - $110,000  Apply  Apply  E-Commerce - Full Stack .Net Web Guru wanted!!!!  Dallas, TX  Full-Time $70,000 - $110,000  Apply  Job Details  If you are a Full-Stack .Net Guru with 3+ years of experience, please read on!  We are a growth...
                    "
Norwell,CyberCoders,Junior Java Developer - Leading financial services software,MA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Junior Java Developer  Norwell, MA  Full-Time $60,000 - $70,000  Apply  Apply  Junior Java Developer  Norwell, MA  Full-Time $60,000 - $70,000  Apply  Job Details  We are a financial services software company based in Norwell, just south of Boston. Founded in 2005 and backed by some of the major leading banks an...
                    "
Denver,CyberCoders,ASP.NET MVC Developer - Software Powerhouse with crazy Growth!,CO,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  ASP.NET MVC Developer  Denver, CO  Full-Time $70,000 - $90,000  Apply  Apply  ASP.NET MVC Developer  Denver, CO  Full-Time $70,000 - $90,000  Apply  Job Details  If you are an ASP.NET MVC Developer with the desire to be part of a unique and innovative software company, READ ON!  Founded in 1999 and based in the ...
                    "
Newport Beach,CyberCoders,"QA Engineer - Test Plans, Manual Testing, Automated Testing",CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  QA Engineer  Newport Beach, CA  Full-Time $80,000 - $110,000  Apply  Apply  QA Engineer  Newport Beach, CA  Full-Time $80,000 - $110,000  Apply  Job Details  If you are a QA Engineer with experience, please read on!  We are a big data company based in Newport Beach! We are looking for a QA Engineer to join our g...
                    "
South Salt Lake,CyberCoders,"ASP.NET Developer - ASP.NET, Web Development, MVC and C#",UT,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  ASP.NET Developer  South Salt Lake, UT  Full-Time $70,000 - $100,000  Apply  Apply  ASP.NET Developer  South Salt Lake, UT  Full-Time $70,000 - $100,000  Apply  Job Details  If you are a ASP.NET with experience creating new applications, please read on!  We are a leading software development company with a stron...
                    "
New York,CyberCoders,"Financial Python Engineer - Python, SQL, Financial Analysis",NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Financial Python Engineer  New York, NY  Full-Time $70,000 - $140,000  Apply  Apply  Financial Python Engineer  New York, NY  Full-Time $70,000 - $140,000  Apply  Job Details  If you are a Python Developer with financial experience, please read on!  Headquartered in NYC, we are dedicated to delivering the most a...
                    "
Raleigh,CyberCoders,Principal Back-End Engineer -C# / .NET - Relocation offered,NC,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Principal Back-End Engineer -C# / .NET - Relocation offered  Raleigh, NC  Full-Time $100,000 - $140,000  Apply  Apply  Principal Back-End Engineer -C# / .NET - Relocation offered  Raleigh, NC  Full-Time $100,000 - $140,000  Apply  Job Details  If you are a Principal Software Engineer who has extensive Back-End d...
                    "
San Francisco,CyberCoders,Data Scientist,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Data Scientist  San Francisco, CA  Unspecified  Apply  Apply  Data Scientist  San Francisco, CA  Unspecified  Apply  Job Details  We are a growing startup with cutting-edge natural language processing and data science. Taking unstructured data like emails, instant messages and social media, to provides structure...
                    "
,,,,
